content	label
办公室人心涣散，老板决定带大家到楼下花园转转。 “你们好好看看吧。”老板所指之处，一群蚂蚁正在忙碌地搬运食物。 井然有序，配合默契，毫无怨言。大家明白了老板的良苦用心，不禁都心生惭愧。 这时老板忽然一脚把那群蚂蚁都踩死了， “告诉你！我整你们就跟弄死一群蚂蚁一样容易！”老板吼道。	3
某日偶和美女约会，不小心把MM的太阳镜碰掉了，MM嗔道，“你笨手笨脚的，猪头啊！”偶看她小手粉嘟嘟地，故意指着她的小手取笑她，“你说为么人长得象恐龙，连手也长得象恐龙爪？” MM很认真地想了想，回答偶，“因为恐龙的爪爪当然要和脸长得要配套的了……”偶大笑，拜倒在地。	2
﻿有个医生做了人家的上门女婿。 一天，丈人对女婿说：你读书很长久了，待我考你一考。 便把唾液吐在桌上，把灯火吹灭了，问：这是什么书？ 女婿说：这是《淡台灭明》。丈人大喜。 女婿也说：您老做了一世医生，我也考你一考。也把灯火吹灭，捏住丈人鼻子扭来扭去，问：这是什么药？ 丈人说：我不认识这药。 女婿说：黑牵牛（中草药）也不晓得？	2
一日上午，某情侣去银行销户。 男：请问可以销户吗？ 女补充道：我们今天上午开的户。 银行工作人员不解的眼神。 女：请问这会影响我们的“声誉”吗？ 工作人员：“生育”？ 销个户怎么会影响“生育”呢？ 女急了：我是说“声誉”！ 男补充道：她是说上午开的户，下午销户，会不会影响我们的“信誉”。 工作人员诡秘道：至于“性欲”嘛，这是你们自己的事情，我们就不知道了！ 女，面红耳赤…… 男，目瞪口呆……	1
领导儿子爱说谎，于是领导买了个测谎仪，一日儿子晚归。 父：去哪了？ 儿：图书馆看书。机器人一巴掌拍过去。 儿：去同学家看黄片了。 父：好大的胆子，我长这么大就没看过。机器人给了父一巴掌。 母怒斥：活该，对儿子这么苛刻。怎么说他都是你亲生的啊。啪！机器人又给其母一大耳光。	3
列车员叫醒一个靠着窗口睡着了的旅客：先生，你的票子？ 票？什么票？我没有票子！ 没票？那你打算去哪里？ 我什么地方也不想去！ 那你为什么上这列火车？ 当我路过这列火车时，你正冲我在大叫着：‘请大家快上车坐好！’我只好走进车厢。	3
那是戈尔巴乔夫还是总书记的时候。一天因私外出，嫌司机车开的太慢，催促了好几次。但因交通拥挤，还是不能让他满意。最后戈尔巴乔夫一把抢过方向盘，把司机推到后面，自己开起来。他一路横冲直撞，造成一片混乱。有人达电话向交通局长反映。局长大怒，质问改地段交警。 局长：看到肇事者没有？ 警察：看到了。 局长：为什么不逮捕他？ 警察：我不敢？ 局长：为什么？ 警察：他的官很大。 局长：有多大？ 警察：不知道，反正戈尔巴乔夫是他的司机。	3
化学考试，A偷偷的问B：“水的化学式是什么？” B：“H2O” 结果，A在卷子上写：hijklmo	1
一个富翁想在自己的庭院里栽一棵树，于是他派人请来了有经验的园艺师。 “我需要这样一棵树：它的枝叶不一定很茂密，但在夏天应给院落足够的荫凉；秋天时，不要秋风一吹，刮得满院全是枯黄的落叶；冬天时，这棵树能够不挡住阳光。先生，您说种什么树好呢？” 园艺师沉思良久，说：“您需要的是一把大伞。”	3
昨日在食堂吃饭时，见一朋友面对所剩的东西面露难色。然后就开心的晃来晃去，吾问之原因。他正色到：劳动人民不容易，东西不可以浪费。 吾任不解其意，道：你晃来晃去做什么？ 仁兄到：吃太多，往下晃晃再吃！ 满座哗然。	3
一人谈到他去外地吃甲鱼火锅：王八味道不错还挺实惠，蔬菜还可以随便吃，便宜实惠。 另一个人问他：既然这么便宜那人家还挣什么钱。 同事嘴急道：当然挣王八的钱。	2
朋友A手机前段时间丢了，就拿了妈妈以前淘汰用的一个山寨机先用着，巨破，巨丑。  某日逛街，没心没肺的四处走，突然一路人甲怯怯的凑过来问：“刚才那个男的你认识吗？”  A一头雾水：“啊？什么男的？”  路人甲：“哦，我刚才看他把你手机从你包里拿出来又放回去了，以为你们认识的。”  A：“o(╯□╰)o……”	3
一日。舍友一人曰：“本人已死。” 另一人曰：“何时死之？” 一人曰：“昨晚刚死。” 一直在旁边默默无闻的哥们儿来了， 曰：“这位道兄。请问你的棺材是翻盖的是滑盖的？”	2
苏东坡问王荆公：‘坡’字何义？ 王荆公道：‘坡’者‘土’之‘皮’。 东坡笑道：以此类推，‘滑’者‘水’之‘骨’？ 荆公无以应对。	2
一男子爱上了一位姑娘。一天，他拿出一个盒子，打开给姑娘看，盒里是一枚订婚戒指，上面刻着她的名字。“我想请求你做我的妻子。”他说。 “我不知道如何对你讲，”她回答说，“我已经爱上另外一个人。” “请告诉我他的名字叫什么？”这位追求者急切问道。 “不！不能，”姑娘喊道，“你会跟他玩命的。” “不会的，”他说，“我只想把这枚戒指出卖给他。”	3
在公园的长椅上坐着年轻貌美的夫人，怀里抱着一个可爱的婴儿。 一位中年绅士走了过来。 “多么可爱的小姑娘啊！”绅士拉着婴儿的手自作多情地说，“白白的、嫩嫩的，像个富有魅力的贵妇人的手。” 夫人把婴儿往怀里拉了拉，冷冷地说：“先生，这孩子是个男孩，您握的是我的手。”	3
一天，老师问芳芳：“芳芳，你知道我们中国有几个朝代吗？分别是哪几个呢？” “对不起，老师。”芳芳红着脸：“我什么也不知道。” 老师又说：“那我来告诉你好了！记住啦，我们中国的五个朝代是唐宋元明清，明白了吗？” “明白了！”芳芳兴奋地说：“老师，我明白了！是糖醋盐味精，对吧？老师？” 老师当场晕倒……	1
两个顾客从商场退货出来，其中一人对另一人说：那个商场的营业员的态度又差，还板着个脸，我想去投诉他。另一人说：我看还是算了吧，产品说明上不是很清楚的写着：无笑（效）退款嘛。	1
15岁的儿子放学回家，发现妈妈躺在床上。 妈妈病了吗？儿子关切地问道。妈妈点了点头。 做饭的事不用愁，儿子安慰妈妈，我会把您背到炉子那儿。	3
医疗中心的医生准备给班上所有的同学打预防针，但没有一个同学愿意第一个打。 老师于是想办法对大家说道：“你们谁第一个打针我就奖励他五个棒棒糖。” 于是阿星第一个去了，没想到他竟把医生拉到一旁，悄悄地对医生说道：“你可千万不能真打啊，你就帮我个忙，随便做一下样子，把老师和同学骗过去就行了，只要你按照我说的做，我等会给你三个棒棒糖。”	3
和同事出差，火车上遇见一老外，白俄罗斯人。叫瓦歇里。会七国语言。我们聊的起劲，他说请我们喝酒。 推流动贩卖车的女列车员过来了，他叫住人家：有啤酒吗？ 列车员拎出两瓶。瓦歇里说：不够，还有吗？ 列车员又拿出6听易拉罐。瓦歇里说：还不够，还有吗？ 列车员一甩头：在后面。 瓦歇里立刻把头探到列车员屁股后面说：在后面。	2
妻子生了个女孩，丈夫埋怨他说：本想要个男孩儿，你却偏偏给生个女的！ 生男生女这是男子决定的，能怨我吗？ 在别人家可以这样说，在咱家买盒火柴都得向你请示，生孩子这么大的事情我有权决定吗？	2
刚找到工作的小王一直借住在亲戚家。他心想：这总不是长久之计。 一天，他在网上看到一个租房信息，便按照联系电话打了过去。接电话的是一老者，说：是我儿子有处闲房要出租，但他现在没在家。 随后，老者详细地介绍了房子的具体情况和租价，小王听后很满意，便追问了一句：您是季付还是月付？话刚落音，那老者勃然大怒道：什么继父岳父？我是他亲爹！	1
一个小偷来到一个居民区，他看到一个小孩子坐在房子门口，脖子上还挂着一串钥匙。 于是他走上前说：小弟弟，你爸爸在家吗？ 小男孩说：“没有啊！” 小偷又说：“我是查电表的，可以让我进去吗？” “当然可以。”小孩说。小孩帮小偷打开了门，小偷刚把脑袋伸进去，接着撒开腿就跑了。 小孩追着他喊：“我爸爸真没在家，他们是我的大叔，二叔，三叔，四叔，五叔，六叔……”	3
深夜，一个喝得醉醺醺的游客回到了旅馆。 半晌，他不满地叫了起来：“喂！服务员，你们的电话在哪儿呢？” “先生，这儿是电梯间。”	3
一高官到一个农场参观，问农夫：“我怎么发现农场里有一只牛没有长角啊？” 农夫回答：“牛没有角的原因很多，可能是遗传，生下来就没有，还有可能是后来有病脱落了，而它没有角的原因是，它是一匹马。”	3
最近，小丽总是说自己胖了，脸变圆了，腿变粗了，腹部的脂肪也在堆积。不敢乱吃减肥药，又不愿意委屈自己的胃，她整天摆出一副无比苦恼的样子。 这天，小丽又为减肥的事发牢骚，办公室的李姐说：“你多运动运动呀，比如跑跑步什么的，也可以减肥！” 小丽立刻就说：“跑步我又不是没跑过，而且还经常跑，可好像没什么效果呀！” 李姐问：“你一般什么时候跑步？” 小丽说：“上班快要迟到的时候……”	3
院长对一精神病患说：这次你救了一位落水的人，表现很好，不幸的是他又上吊自杀了。 精神病人很得意地说：是我把他挂起来晾的！	3
刚才跟我寝室的同学说：“过了清明我就有钱了！” 寝室瞬间安静了，而我还半天不知道为什么……	2
取经队伍化不到斋，悟空保护师父，沙僧和八戒去城里找吃的。 第一天都空手回来，因为没有钱。第二天还是空手，因为没有钱。第三天，沙僧高兴地背着一大袋，还剩好多钱。 悟空大喜问：“八戒呢？” 沙僧伤心哭道：“大师兄，原谅我吧，咱们这么多人，就二师兄能卖到17块钱一斤。”	3
