question1,question2,label,category
儿童糖尿病诊断标准,糖尿病患者血沉高和尿酸高怎么办,0,diabetes
怎样预防遗传性糖尿病,家族遗传糖尿病怎么预防,1,diabetes
性生活对糖尿病有危害吗？,那女的呢！有糖尿病！性生活怎样！,1,diabetes
尿糖加减号什么意思,尿蛋白和尿糖都是一个加号一个减号是什么意思,1,diabetes
糖尿病吃哪些主食好,糖尿病患者可以吃瘦肉粥吗,0,diabetes
艾滋病跟尖锐湿疣、梅毒有联系么,尖锐湿疣会变成hiv吗,0,aids
肛交会传染艾滋病吗,夫妻肛交会感染艾滋吗,1,aids
糖尿病是不是没有性生活了呢?,糖尿病尿蛋白三个加号怎么回事,0,diabetes
父母有艾滋病小孩也会有吗,父母没有艾滋病，小孩有吗,1,aids
怎样判断是否得糖尿病,请问医生我是否患糖尿病？,1,diabetes
高血压患者可以做胃镜吗,高血压人能做胃镜吗,1,hypertension
糖尿病人该怎么调理呢？,糖尿病人如何进行自我管理,1,diabetes
糖尿病有什么日常护理的注意事项？,2型糖尿病人如何进行自我管理,1,diabetes
我有高血压一年多，一直在吃降压药，现在血压基本正常，请问能吃减肥药吗？,高血压吃减肥药可以吗,1,hypertension
请问血糖7.8，是不是糖尿病呢？,我的血糖是6.55是糖尿病吗？谢谢！,1,diabetes
高血压高血糖高血脂饮食需要注意哪些,请问高血压会引起视力模糊吗？,0,hypertension
血糖正常尿糖1就是糖尿病吗？,尿糖验是2个十请问是糖尿病吗？,1,diabetes
高龄乙肝妇女怀孕有没有生命危险,乙肝有没生命危险,1,hepatitis
请问什么叫一型糖尿病和二型糖尿..,血糖6.5ml是糖尿病吗帮忙解答下？,0,diabetes
乳腺癌骨转移怎么检查,乳腺癌骨转移如何确定？,1,breast_cancer
用去狐臭的外用药会导致乳腺癌吗,有乳腺疾病会导致乳腺癌吗？,0,breast_cancer
口交传染艾滋病的可能性大吗,和健康的人无套口交，能感染艾滋病吗,0,aids
糖尿病人尿频怎么治疗,是不是糖尿病？怎么治疗？现在只有尿频的,1,diabetes
请问：糖尿病人饭后疲惫是怎么回事？,为什么糖尿病易疲劳,1,diabetes
糖尿病人能吃紫灵芝吗，紫灵芝对糖尿病好吗,糖尿病病人能吃人参吗,1,diabetes
老公有一型糖尿病能生小孩吗,送糖尿病人什么保健品好，可以吃紫灵芝，人,0,diabetes
口jiao会感染艾滋病吗,前些天我找朋友无套口交会传染艾滋病吗,1,aids
这个结果如何治疗，需要打乙肝疫苗加强针吗,乙肝疫苗第三针应该2月份打，现在6月份还能打吗,1,hepatitis
糖尿病患者什么原因导致皮肤特别的干燥甚至皮肤裂开.给他擦些润肤霜可否？,糖尿病脚面上有大面积伤口没皮有好的治疗方法吗？,1,diabetes
国家提供免费检测HIV服务吗,如果是检测出艾滋病，防疫站是否免费给药吗,0,aids
高血压和糖尿病能吃猪肉吗,男性高血压患者服药能不能影响婴儿健康,0,hypertension
糖尿病发现新药吗？,糖尿病并发泌尿系感染能喝牛奶吗,0,diabetes
糖尿病高钾不能吃什么？,糖尿病引起的眼睛视力下降有什么办法控制,0,diabetes
血小板的概念,糖尿病患者什么情况下可以拔牙,0,diabetes
一型糖尿病注意事项,得了一型糖尿病的注意事项,1,diabetes
避孕套能预防艾滋病吗,前天用过的避孕套昨天有用了一次会得艾滋病吗,0,aids
艾滋病会传染吗,艾滋病是否会传染吗,1,aids
高血压用药注意事项,高血压用药有关问题,0,hypertension
乳房有肿块是不是乳腺癌,乳房有肿块是不是乳腺癌呢？,1,breast_cancer
艾滋病是怎么回事,口腔溃烂是怎么回事不会是艾滋病吧,0,aids
糖尿病肢端溃烂应该怎样护理和治疗？,糖尿病足患者该怎么治疗,0,diabetes
我是不是糖尿病可以怀孕吗？,糖尿病是否能怀孕?,1,diabetes
高血糖患者误打葡萄糖怎么办？,糖尿病患者能不能打葡萄糖溶液？应该怎么打？,1,diabetes
菠萝适合糖尿病人吃吗,糖尿病人能吃菠萝,1,diabetes
我有糖尿病近3年，以后应该如何控制血糖和生活方式呢？,什么是糖尿病酮症,0,diabetes
口交传染艾滋病的可能性大吗,口交可能传染艾滋病吗,0,aids
乳头内陷会不会得乳腺癌,先天性乳头内陷会不会易得乳腺癌,1,breast_cancer
乳腺癌化疗后白细胞偏低怎么办,乳腺癌化疗后几天白细胞值最低,1,breast_cancer
干扰素可以治愈慢性乙肝吗,打干扰素对乙肝有什么作用,0,hepatitis
乳腺癌会死吗,得了乳腺癌会死人吗？,1,breast_cancer
糖尿病如何治疗比较好呢？,糖尿病肾病怎样根治,0,diabetes
糖尿病可以吃止咳糖浆吗？,糖尿病人久咳不止怎么办,0,diabetes
乳房有硬块是不是乳腺癌,乳房有硬块，是乳腺癌么？,1,breast_cancer
王医生您好，糖尿病打胰岛素就不能停吗？,糖尿病患者打胰岛素还能停吗,1,diabetes
有艾滋病可以做爱吗,在做爱后多少天可以进行艾滋病检测,0,aids
引起妊娠期尿糖和血糖升高的原因？,糖尿病性神经病是由什么原因引起的？,0,diabetes
妊娠合并糖尿病患者该如何控制饮食？,糖尿病患者能吃狗肉和羊肉吗？,0,diabetes
乳腺癌手术后还能活多久,乳腺癌手术后能活多久？,1,breast_cancer
做肠镜胃镜会感染艾滋病吗,艾滋病患者和正常人同用一个胃镜管做胃镜是否会传染,1,aids
高血压是否的终身服药？？？？,高血压患者有望不必终身服药,1,hypertension
糖尿病人感冒吃什么药？,糖尿病人感冒时可以吃哪些感冒药,1,diabetes
尿糖高晚上能喝一杯蜂蜜水吗,请问医生我是否患糖尿病？,0,diabetes
高血压，和糖尿病咋个护理,高血压在平时生活和饮食方面需要注意些什么呢？什么东西吃了可以降血压呢？谢谢医生指点高血压吃什么好呢,0,hypertension
打过乙肝预防针还用再打甲肝预防针吗,得过肺结核，能打甲肝乙肝的疫苗吗会不,1,hepatitis
血糖高与尿糖高的区别？关系？？？？,尿糖有点高代表血糖也高吗,1,diabetes
乳腺癌晚期有什么症状,乳腺癌晚期有什么表现呢？,1,breast_cancer
糖吃时间长了会得糖尿病吗?,请问糖尿病肾病可以吃那些鱼啊!!,0,diabetes
舌头上出现白色毛毛还有小红点是艾滋病症状吗,舌头有艾滋病的症状,0,aids
避孕套能预防艾滋病吗,使用避孕套跟又艾滋病的人性交可防止吗,1,aids
糖尿病人能喝含蔗糖的保健品口服液吗？,糖尿病能三七粉吗,1,diabetes
乳腺癌骨转移治疗方法,乳腺癌骨转移是否适应核素治疗？,0,breast_cancer
怎样才能把血糖快速降下来，有什么好的方案吗。,你好，请问糖尿病降糖有什么好办法？我母,1,diabetes
糖尿病能引发尿蛋白吗一,糖尿病引起的尿蛋白曾高是怎么回事,1,diabetes
和乙肝病人在一起会被传染吗,乙肝可怕么，生活中和乙肝的人在一起时不,1,hepatitis
儿童糖尿病诊断标准,最新糖尿病的诊断标准是什么？,0,diabetes
胰岛素一旦开始使用，就会产生依赖性吗？,糖尿病会产生低血糖吗,0,diabetes
妊娠糖尿病诊断新标准,请问是妊娠糖尿病吗？,1,diabetes
糖尿病肾病尿毒症还能治好吗,糖尿病人子宫肌瘤手术后吃什么好,0,diabetes
糖尿病人可以吃枸杞吗,糖尿病可以吃莲子吗,1,diabetes
乳腺癌脑部转移还能治愈吗,乳腺癌骨转移肺转移能否治愈,0,breast_cancer
纹身会不会感染艾滋,那会不会是感染艾滋呢,0,aids
乙肝病能办健康证嘛,需要治疗吗能办健康证吗,1,hepatitis
糖尿病用中医方法怎么治疗,孕期做糖尿病筛查费用,0,diabetes
精液、阴道分泌物能传染艾滋病吗,用口接触精液会不会艾滋病,1,aids
糖尿病人适合吃什么面食,糖尿病能吃很干反粥吗,1,diabetes
糖尿病人突然头晕怎么办,糖尿病头晕怎么治,1,diabetes
糖尿病是不是尿是甜的,尿有甜味一定是糖尿病吗,1,diabetes
乙肝治好需要多少钱对人的危害性大吗,治疗乙肝大概要多少钱乙肝不治疗会,1,hepatitis
孩子糖尿病到底该不该做干细胞移植手术？,在不问下我老婆有糖尿病吃紧急避孕药行吗,0,diabetes
糖尿病找什么科室,糖尿病会引发癌症吗，有关系吗,0,diabetes
原发性高血压如何治疗补充提问,青年原发性高血压的治疗,1,hypertension
糖尿病人可以用按摩足垫吗,老年人糖尿病肾病吃什么好,0,diabetes
糖尿病有什么中医治疗方法,你好糖尿病可以看中医吗,0,diabetes
高血压引起眼睛失明怎么办,高血压引起眼睛失明能不能治好？,1,hypertension
糖尿病人脚部骨折怎样治疗效果好,老年人(有糖尿病)骨折怎么办?,1,diabetes
打完乙肝疫苗多久可以怀孕,宋，婴儿乙肝疫苗打完多久再打其,1,hepatitis
女朋友是乙肝病毒携带者接吻性生活会传染我吗,乙肝五项检查项目都有哪些,0,hepatitis
乙肝病毒变异之后会有什么症状,上海乙肝病毒变异耐药检测重要吗,0,hepatitis
一型糖尿病能根治不能？,1型糖尿病可以被完全治好吗？,1,diabetes
无郑州乙肝两对半检查费用多少,在哪打乙肝疫苗,0,hepatitis
糖尿病患者是否可以吃维生素,糖尿病人能喝高钙奶粉吗,1,diabetes
糖尿病营养治疗的目的,有尿糖一定是糖尿病吗,0,diabetes
乳腺癌早期怎么办,乳腺癌早期治疗，,1,breast_cancer
糖尿病人被蚊虫咬了烂了一片的处理方法,糖尿病胰岛素初次用量如何确定,0,diabetes
得了1型糖尿病能生孩子吗,一型糖尿病男生可以要孩子吗,1,diabetes
高血压可以高原工作吗,高血压3级，能从电焊工岗位工作吗？,1,hypertension
糖尿病与肺结核饮食,肺结核还有糖尿病吃点什么补品,1,diabetes
乳腺癌早期有可能有哪些症状,乳腺癌早期会有哪些症状呢？,1,breast_cancer
一型糖尿病要孩子会遗传吗,一型糖尿病生小孩有没有影响,1,diabetes
手淫自慰是否会感染艾滋病,女性手淫（自己夹被子）会不会感染艾滋病,1,aids
糖尿病病人能喝豆浆吗？,请问糖尿病肾病的人可以喝薏米红豆粥吗？,1,diabetes
我家亲戚得了高血压，已达160的血压，我明早要带她去医院检查，请问我要挂哪个科的号？谢谢大夫！,手脚发麻，浑身无力，经常有头晕、高血压等症状怎么办啊医生？,0,hypertension
怎样做糖耐量（OGTT）检查？,糖尿病人打消炎点滴，怎么用葡萄糖啊,0,diabetes
乳腺癌转移到肺能活多久,乳腺癌会转移到脖子淋巴吗,0,breast_cancer
乳腺癌严重吗,乳腺癌有哪些危害很严重吗？,0,breast_cancer
酮体的含义,酮体是什么意思,1,diabetes
乳腺癌转移到肺能活多久,乳腺癌会转移到子宫吗?,0,breast_cancer
乳腺癌前期有什么症状,乳腺癌的前期是怎样,1,breast_cancer
艾滋病高血压怎么治疗,刚得上艾滋病怎么治疗,0,aids
新生儿是否传染上乙肝,如果被传染上乙肝小三阳有什么症状,0,hepatitis
乳腺癌骨转移治疗方法,乳腺癌骨转移之后还有什么治疗的方案?,1,breast_cancer
糖尿病的特种三多一少,糖尿病的特征三多一少,1,diabetes
口交传染艾滋病的可能性大吗,请与男友口性交能否传染艾滋病吗,0,aids
化疗对糖尿病有危害吗,我本身有糖尿病吃一次紧急避孕药是否有事,0,diabetes
新生儿多大能检测乙肝五项,小儿多大可以检查乙肝,1,hepatitis
2型糖尿病要治疗多久？,2型糖尿病是不是要打一辈子针？,1,diabetes
糖尿病神经痛怎么治疗,糖尿病中晚期。怎么治疗好呢？,0,diabetes
如何预防2型糖尿病,有没有办法可以预防2型糖尿病？,1,diabetes
口交感染艾滋病的几率是多少,不带套感染艾滋病的几率有多少,0,aids
前列腺增生有高血压能否手术？轻度前列腺增生怎办？,前列腺增生三年近期夜尿偏多，有高血压史，用保列治好，还是用爱普列特片治疗妍？,1,hypertension
如何形成的乳腺癌,请问乳腺癌是怎么形成?如何预防?如何尽,1,breast_cancer
乳腺癌和乳腺增生怎么区别,乳腺增生和乳腺癌的区别在哪里,0,breast_cancer
糖尿病患者脚浮肿怎么办？,尿糖6.6就是糖尿病吗？,0,diabetes
裤子和鞋面上贱到乙肝病人的血液，会感染乙肝吗,乙肝病人的唾液飞溅到眼睛里了，会传染吗,0,hepatitis
乳腺癌转移扩散还能活多久,乳腺癌扩散还能治疗吗能活多久,1,breast_cancer
带安全套和朋友做爱性交会感染艾滋病吗,和朋友做爱时候没戴套子被传染艾滋病的概率有多大,0,aids
糖尿病病人高血压吃什么降压药？,糖尿病人应吃什么降压药,1,diabetes
有高血压的患者能注射甲流疫苗吗？,高血压能打甲流疫苗吗,1,hypertension
我今年17岁先天性高血压有危险吗,青年高血压危险吗？,1,hypertension
高血压并发症有哪些？怎样治疗？,了解有什么并发症,0,hypertension
糖尿病做人流可以吗,糖尿病-c肽高低影响,0,diabetes
艾滋病主要通过什么途径传播,艾滋病的传播途径是什么，具体的艾滋病的传播途径是什么，具体的,1,aids
有乙肝的人生小孩一定有乙型肝炎吗,生孩子得了乙肝怎么办,0,hepatitis
乳腺癌前期有什么症状,是不是乳腺癌前期症状？,0,breast_cancer
乙肝疫苗有打后多久有效,我注射完乙肝疫苗后晚上出现了头晕、恶心症状为什么,0,hepatitis
糖尿病可以吃稀饭嘛,糖尿病病人能吃玉米吗,1,diabetes
糖尿病人并发白内障可以治疗吗,糖尿病肾病可以吃黑豆吗,0,diabetes
宝宝第三针乙肝疫苗距第一针间隔两年还有效吗,乙肝疫苗产生抗体后是否还应该间隔一定时间又接种,1,hepatitis
有糖尿病征兆吗？,是糖尿病的征兆吗？,1,diabetes
糖尿病人可以吃海带吗？,请问糖尿病能吃海鲜吗？,1,diabetes
有高血压，还有前列腺增生怎么办？,高血压患者怎样治疗预防才能不出现并发症,0,hypertension
糖尿病人早上主食吃什么好..,糖尿病能吃全麦馒头吗,0,diabetes
糖尿病人感冒引起的干咳吃什么药？,糖尿病引起的肾衰竭怎么办,0,diabetes
乳腺癌前期有什么症状,乳腺癌有什么症状，,0,breast_cancer
高血压只能喝那些饮料,有高血压可以喝绿茶吗,0,hypertension
高血压怎么造成的？后果如何？,请问服多了高血压片有什么后果,0,hypertension
冠心病高血压糖尿病能喝酒吗,糖尿病患者可以喝酒吗？,1,diabetes
我乙肝表面抗体一个加号是怎么回事,乙肝有一个加号言重吗打什么针好的,1,hepatitis
乙肝患者转氨酶高怎么治疗的,我有乙肝表面抗体怎么谷丙转氨酶谷草转氨酶还是偏高,0,hepatitis
高血压贫血怎么办,高血压头晕如何治疗,0,hypertension
糖尿病患者能吃南瓜吗,吃地瓜对糖尿病有利吗,0,diabetes
发热会引起高血压吗,感冒会引起高血压吗？如果本身存在有血压,1,hypertension
糖尿病患者能不能吃红枣？？？,糖尿病最不能吃什么水果,1,diabetes
乳腺纤维瘤与乳腺癌的关系,乳腺纤维瘤与乳腺癌的关系,1,breast_cancer
艾滋病人的口水会不会传染,艾滋病人汗液，口水，会传染吗,0,aids
糖尿病和尿毒症有什么区别,糖尿病并发症是什么症状啊,0,diabetes
舌吻会传染艾滋病吗,舌吻会不会传播梅毒或者艾滋,0,aids
这样能传播艾滋吗,口交能传播艾滋病吗,0,aids
